Bigram,Frequency
conditional_moment,2
process_generate,2
explosive_episode,2
trend_country’s,2
choice_initial,2
approach_additionally,2
rmse_arima,2
predict_value,2
next_month,2
arima_residual,2
feature_including,2
collected_data,2
expert_forecasting,2
mediumterm_forecast,2
accumulative_ideal,2
used_ideal,2
accumulative_real,2
variable_ideal,2
ideal_real,2
ideal_cpi,2
mean_model,2
result_high,2
emu‐_aggregate,2
stable_money,2
model_reasonable,2
insample_predictive,2
technique_important,2
monthly_wpi,2
wpi_inflation,2
study_india,2
shock_income,2
tax_shock,2
price_house,2
whether_financial,2
good_predictor,2
however_generally,2
overhang_measure,2
country‐specific_measure,2
three_result,2
used_formulate,2
rolling_resistance,2
implication_optimal,2
variable_perceive,2
however_prediction,2
prediction_change,2
predict_change,2
ii_deliver,2
deliver_significantly,2
uncertainty_according,2
since_financial,2
reported_probability,2
propose_several,2
several_alternative,2
alternative_easily,2
growth_aggregate,2
different_variable,2
level_using,2
error_show,2
largely_explained,2
shock_furthermore,2
east_kalimantan,2
kalimantan_province,2
el_error,2
componentes_del,2
del_índice,2
que_son,2
spanish_abstract,2
productivity_supply,2
level_correlation,2
develops_new,2
lima_metropolitana,2
weight_assigned,2
generalized_impulse,2
inflationary_pressure,2
de_los,2
índice_de,2
precios_al,2
al_consumidor,2
degree_persistence,2
english_abstract,2
index_adjusted,2
inflation_pressure,2
la_predicción,2
predicción_de,2
se_encuentra,2
los_indicadores,2
public_opinion,2
large_employer,2
year_small,2
small_firm,2
annual_income,2
movement_sector,2
prediction_well,2
bernoulli_theorem,2
intervention_policy,2
death_count,2
study_count,2
zero_count,2
covid_death,2
excess_zero,2
thus_yield,2
result_one,2
additive_model,2
oil_gold,2
one_maximum,2
conflict_among,2
among_nation,2
nation_along,2
zeroinflated_model,2
inflation_produce,2
holt_winter,2
seasonal_autoregressive,2
average_sarima,2
oneyear_forecast,2
gain_outofsample,2
model_aggregate,2
dynamic_generalised,2
generalised_additive,2
digital_currency,2
thus_seems,2
curve_type,2
reaction_policy,2
forecasters’_reaction,2
seem_follow,2
sensitive_policy,2
use_conventional,2
data_training,2
extended_january,2
january_september,2
valuable_insight,2
insight_economic,2
production_consumption,2
cbdc_holding,2
model_central,2
svar_model,2
using_longrun,2
related_aggregate,2
extremely_high,2
consistent_model’s,2
holding_increase,2
choose_rather,2
data_divided,2
metaphorical_approach,2
using_technical,2
political_economic,2
economic_influence,2
larger_sample,2
period_use,2
based_structural,2
autoregressive_svar,2
time_much,2
affect_different,2
determine_method,2
result_result,2
using_advanced,2
advanced_machine,2
predict_indian,2
nonlinear_predictor,2
growth_strategy,2
use_prediction,2
policymakers_business,2
informed_decision,2
highquality_data,2
set_advanced,2
accuracy_economic,2
indian_gdp,2
firstrelease_outcome,2
outcome_measure,2
using_characteristic,2
face_problem,2
apple_inc,2
news_headline,2
topic_interest,2
algorithm_predicting,2
calibration_professional,2
professional_forecast,2
forecast_recession,2
city_also,2
appropriate_model,2
data_extended,2
data_employed,2
model_derived,2
estimated_curve,2
curve_relating,2
relating_predicted,2
discrete_category,2
category_show,2
show_without,2
without_discrete,2
discrete_grouping,2
calibration_error,2
error_number,2
number_economic,2
economy_example,2
use_produce,2
produce_efficiency,2
gain_smooth,2
smooth_estimated,2
application_including,2
made_stored,2
stored_real,2
time_pseudoforecasts,2
pseudoforecasts_made,2
actual_probability,2
probability_use,2
evidence_calibration,2
predictor_association,2
model_particularly,2
evidence_incorrect,2
incorrect_calibration,2
made_using,2
data_vintage,2
vintage_available,2
using_firstrelease,2
variable_libor,2
would_wise,2
price_money,2
money_center,2
g_g,2
usdtl_fx,2
recent_trend,2
cost_health,2
probability_actual,2
labour_contract,2
work_anticipated,2
model_possibly,2
study_compared,2
five_common,2
supply_change,2
pound_exchange,2
grouping_probability,2
forecast_discrete,2
interesting_feature,2
feature_forecast,2
forecast_calibration,2
calibration_match,2
match_predicted,2
predicted_probability,2
grouping_kernel,2
estimator_use,2
actual_outcome,2
outcome_probability,2
probability_calibration,2
calibration_evaluated,2
evaluated_past,2
past_grouping,2
available_economy,2
stock_available,2
extent_monetary,2
readily_available,2
expansionary_monetary,2
symmetric_loss,2
bias_estimate,2
bias_prediction,2
use_various,2
approach_introduced,2
accurate_timely,2
timely_inflation,2
power_future,2
reasonable_stable,2
cointegration_analysis,2
demand_model,2
probability_future,2
rule_change,2
fluctuation_unemployment,2
showed_evidence,2
theory_may,2
trend_economic,2
potential_change,2
forecast_example,2
tlusd_fx,2
arima_lstm,2
lstm_ann,2
investment_risk,2
risk_investor,2
value_indicator,2
based_research,2
ga_able,2
adequacy_level,2
care_provider,2
entire_u,2
u_health,2
care_system,2
one_point,2
worker_employer,2
diversification_investment,2
discount_factor,2
variable_selected,2
use_small,2
however_real,2
current_u,2
also_need,2
noninterest_income,2
liquidity_capital,2
expectation_component,2
rate_recently,2
payment_system,2
banking_industry,2
mortgage_reit,2
inverse_relationship,2
loading_factor,2
using_random,2
reaction_coefficient,2
well_data,2
interest_also,2
global_phenomenon,2
new_open,2
economy_macro,2
macro_noem,2
evaluates_forecasting,2
rate_gold,2
current_situation,2
author_focus,2
singapore_dollar,2
condition_result,2
improve_forecast,2
closely_associated,2
heterogeneity_updating,2
political_uncertainty,2
several_model,2
monthly_gold,2
factor_cause,2
performance_different,2
use_bayesian,2
tractable_model,2
run_gold,2
five_country,2
effect_news,2
driver_prediction,2
analysis_showing,2
performance_driver,2
generally_outperform,2
study_present,2
economic_political,2
management_efficiency,2
factor_responsible,2
impact_output,2
gap_lag,2
prudent_central,2
gap_especially,2
economy_used,2
used_obtain,2
growth_study,2
information_communication,2
communication_technology,2
technology_ict,2
increasing_number,2
ignores_elb,2
indicator_financial,2
var_ignores,2
earnings_model,2
abnormal_earnings,2
equity_valuation,2
growth_eu,2
various_indicator,2
using_ict,2
infrastructure_economic,2
union_eu,2
purely_statistical,2
produce_similar,2
lower_root,2
produce_precise,2
precise_timely,2
timely_point,2
however_accompanying,2
accompanying_density,2
bank_survey,2
forecaster_analyze,2
gain_smaller,2
smaller_rmspes,2
rmspes_statistically,2
number_case,2
case_gain,2
competitor_include,2
affect_real,2
nominal_rigidity,2
model_motivated,2
prediction_tool,2
also_accurate,2
often_better,2
better_competitor,2
competitor_along,2
derived_showing,2
lag_length,2
rc_schedule,2
chile_colombia,2
colombia_support,2
prediction_undervalued,2
undervalued_real,2
paper_derives,2
symmetric_asymmetric,2
unlike_previous,2
research_evaluate,2
model_correctly,2
uncertainty_finally,2
unitrootbased_forecast,2
may_seem,2
use_different,2
study_result,2
return_asset,2
asset_equity,2
asset_size,2
size_bank,2
bank_macroeconomic,2
important_risk,2
median_cpi,2
support_model’s,2
result_lower,2
estimate_imply,2
used_proxy,2
time_information,2
brazilian_data,2
rejection_null,2
policy_one,2
aimed_setting,2
setting_depreciated,2
intertemporal_optimizing,2
suggests_absence,2
period_analysis,2
present_theoretical,2
published_paper,2
university_press,2
absence_change,2
change_fiscal,2
policy_depreciated,2
attained_temporarily,2
temporarily_achieved,2
achieved_mean,2
mean_higher,2
policy_aimed,2
along_dimension,2
andor_higher,2
rate_depending,2
depending_degree,2
degree_capital,2
mobility_evidence,2
evidence_brazil,2
brazil_chile,2
forecast_widely,2
widely_utilized,2
utilized_consensus,2
consensus_quality,2
quality_partly,2
partly_survey,2
survey_often,2
often_conducted,2
conducted_“fixed,2
“fixed_events”,2
events”_example,2
example_quarter,2
quarter_panelist,2
panelist_asked,2
asked_forecast,2
current_calendar,2
calendar_year,2
next_implying,2
implying_forecast,2
horizon_change,2
change_survey,2
survey_round,2
round_fixedevent,2
fixedevent_nature,2
correlation_skewness,2
rate_order,2
rate_conclusion,2
argument_price,2
regression_forecasting,2
policy_result,2
would_disappear,2
three_important,2
average_spf,2
prediction_inform,2
inform_estimate,2
particle_filter,2
particle_learning,2
particle_smoother,2
employer_worker,2
biannual_policy,2
relatively_stable,2
effect_shock,2
data_suggests,2
available_fixedevent,2
si_inflation,2
inflation_updating,2
show_longer,2
horizon_average,2
robust_measure,2
robust_change,2
period_shown,2
var_approach,2
would_also,2
recession_comparable,2
volatility_u,2
inflation_euro,2
insurance_system,2
vast_majority,2
insurance_coverage,2
might_affect,2
forecaster_produce,2
process_would,2
run_impact,2
impact_aggregate,2
forest_predict,2
forecasting_bitcoin,2
variable_change,2
like_interest,2
direction_forecast,2
important_determining,2
investor_accurate,2
timevarying_var,2
price_indicating,2
important_predicting,2
important_feature,2
predicting_bitcoin,2
serious_inflation,2
inflation_enormous,2
day_forecast,2
several_important,2
technique_prediction,2
future_direction,2
used_feature,2
rate_relative,2
essential_reduce,2
risk_associated,2
asset_inflation,2
comparison_gold,2
policy_forum,2
nature_limit,2
limit_usefulness,2
survey_density,2
prediction_policymakers,2
policymakers_market,2
participant_often,2
often_wish,2
propose_density,2
density_combination,2
combination_approach,2
approach_weight,2
weight_fixedevent,2
fixedevent_density,2
wish_characterize,2
uncertainty_fixed,2
according_uniformity,2
uniformity_probability,2
transform_criterion,2
criterion_aiming,2
aiming_obtaining,2
obtaining_correctly,2
fixedevent_one,2
one_propose,2
new_useful,2
tool_researcher,2
correctly_calibrated,2
forecaster_show,2
show_combination,2
competitive_density,2
alternative_based,2
historical_forecast,2
theory_experimental,2
simulation_shown,2
year_future,2
construct_predict,2
problem_necessary,2
construct_model,2
sample_prediction,2
density_new,2
frequency_inflation,2
state_u,2
error_bayesian,2
var_thus,2
thus_proposed,2
proposed_fixedhorizon,2
fixedhorizon_predictive,2
rise_disagreement,2
find_increased,2
bank_policy,2
data_testing,2
epk_tsang,2
due_complexity,2
regression_performed,2
simple_multiple,2
high_crude,2
rate_core,2
parameter_distribution,2
account_parameter,2
financial_openness,2
result_emerge,2
corresponding_prediction,2
error_pmse,2
context_linear,2
period_ahead,2
ahead_“fixedhorizon”,2
“fixedhorizon”_possible,2
obtain_fixedhorizon,2
dynamic_persistence,2
appear_less,2
model_analyzed,2
class_extended,2
affect_government,2
expenditure_gdp,2
little_empirical,2
data_reflect,2
forecast_macroeconomic,2
ugc_data,2
relatively_strong,2
debt_burden,2
inflation_local,2
even_without,2
policy_also,2
accompanied_increase,2
expectation_real,2
problem_perspective,2
perspective_information,2
variable_might,2
help_match,2
level_yield,2
catching_jones,2
jones_preference,2
policy_finally,2
conflicting_prediction,2
allow_one,2
rate_complete,2
intuition_concerning,2
greater_one,2
average_yield,2
real_side,2
side_economy,2
real_yield,2
disagreement_expected,2
match_dynamic,2
positive_bias,2
expectation_evidence,2
inefficiency_much,2
forecast_efficiency,2
whether_forecast,2
make_best,2
use_available,2
unbiased_similar,2
r_package,2
proposed_kfp,2
nigerian_economy,2
inflation_incorporating,2
based_global,2
inflation_eg,2
clear_cut,2
information_possible,2
tax_policy,2
adjustment_shock,2
theoretical_practical,2
prediction_hence,2
return_present,2
may_affected,2
part_prediction,2
benchmark_comparison,2
kind_failure,2
higher_order,2
decision_central,2
context_central,2
prediction_mechanism,2
component_uc,2
information_si,2
time_u,2
noembvar_model,2
produce_lower,2
include_conventional,2
based_domestic,2
factor_also,2
tested_empirically,2
intends_predict,2
significantly_influence,2
prior_outturn,2
outturn_forecast,2
prediction_fund,2
uk_fixedevent,2
forecast_consist,2
consist_panel,2
forecast_set,2
set_outturn,2
forecast_allow,2
allow_test,2
whether_expectation,2
expectation_unbiased,2
outturn_series,2
series_varying,2
varying_horizon,2
horizon_prior,2
similar_fashion,2
fashion_rest,2
rest_literature,2
also_permit,2
manager_surveyed,2
surveyed_merrill,2
merrill_lynch,2
lynch_fixedevent,2
study_joint,2
could_achieved,2
domain_country,2
country_industry,2
industry_market,2
market_segment,2
segment_rely,2
rely_information,2
causally_linked,2
causality_linking,2
linking_variable,2
different_domain,2
regarding_type,2
variable_another,2
domain_even,2
even_two,2
causality_forecasting,2
forecasting_finding,2
rule_exploited,2
exploited_forecasting,2
forecasting_designmethodologyapproach,2
applies_information,2
information_economics,2
variable_causally,2
modeling_used,2
forecasting_system,2
model_simultaneous,2
distribution_reported,2
test_version,2
version_rational,2
bond_pricing,2
debate_causality,2
affecting_domain,2
domain_yet,2
yet_observed,2
observed_forecast,2
square_economic,2
forecasting_information,2
information_one,2
shown_rational,2
theoretical_possibility,2
possibility_direction,2
effect_across,2
domain_counterintuitive,2
counterintuitive_timeseries,2
domain_shown,2
affect_another,2
domain_least,2
discusses_recent,2
april_may,2
however_inflation,2
highest_inflation,2
data_factor,2
household_increased,2
increased_real,2
find_negative,2
tightening_rating,2
growth_however,2
corporate_rating,2
credit_crisis,2
tightening_credit,2
taken_financial,2
model_greater,2
strength_weakness,2
form_model,2
best_predictive,2
selected_based,2
variable_differenced,2
logtransformed_lagged,2
level_lagged,2
openness_increase,2
gap_trade,2
obtained_model,2
rate_ir,2
following_question,2
causal_link,2
link_economic,2
data_variable,2
variable_average,2
significant_forecasting,2
rational_information,2
relationship_use,2
data_japan,2
supply_m,2
rate_nigeria,2
expectation_generate,2
well_within,2
study_concludes,2
rational_generalization,2
generalization_information,2
domain_lead,2
lead_effect,2
effect_hard,2
hard_square,2
economics_particular,2
study_rational,2
timeseries_econometrics,2
econometrics_effect,2
show_estimated,2
coefficient_“wrong”,2
“wrong”_sign,2
sign_practical,2
study_help,2
carbon_dioxide,2
bond_risk,2
one_country,2
help_forecaster,2
forecaster_indicating,2
indicating_wider,2
analysis_offer,2
offer_theoretical,2
basis_using,2
purely_noncausal,2
noncausal_specification,2
model_probability,2
illustrate_principle,2
